FACILITY_ID,FACILITY_CODE,SYS_LOC_CODE,LOC_NAME,SAMPLE_ID,SYS_SAMPLE_CODE,SAMPLE_NAME,SAMPLE_DATE,SAMPLEDATE,SAMPLETIME,SAMPLE_TYPE_CODE,START_DEPTH,END_DEPTH,DEPTH_UNIT,MATRIX_CODE,TASK_CODE,TASK_CODE_2,PARENT_SAMPLE_CODE,FIELD_SDG,ANALYSIS_LOCATION,LAB_SAMPLE_ID,LAB_MATRIX_CODE,LAB_NAME_CODE,ANALYTIC_METHOD,ANALYSIS_DATE,COLUMN_NUMBER,FRACTION,TEST_TYPE,PREP_METHOD,LEACHATE_METHOD,LEACHATE_DATE,LAB_SDG,PERCENT_MOISTURE,DILUTION_FACTOR,TEST_ID,CAS_RN,CHEMICAL_NAME,ORGANIC_YN,REPORT_RESULT_TEXT,REPORT_RESULT_VALUE,REPORT_RESULT_UNIT,REPORT_RESULT_LIMIT,REPORT_METHOD_DETECTION_LIMIT,REPORT_REPORTING_LIMIT,REPORT_QUANTITATION_LIMIT,REPORTABLE_RESULT,DETECT_FLAG,INTERPRETED_QUALIFIERS,VALIDATOR_QUALIFIERS,LAB_QUALIFIERS,QUANTITATION_LIMIT,METHOD_DETECTION_LIMIT,REPORTING_DETECTION_LIMIT,DETECTION_LIMIT_UNIT,APPROVAL_CODE,RESULT_TEXT,RESULT_NUMERIC,RESULT_UNIT,RESULT_TYPE_CODE,X_COORD,Y_COORD,Z_COORD_AVG,ZFROM,ZTO,LONGITUDE,LATITUDE,UNCERTAINTY,SAMPLE_METHOD,MEDIUM_CODE,DQM_REASON_CODE,COMPOSITE_YN,RESULT_ERROR_DELTA,COUNTING_ERROR,SAMPLE_START_DATE,ANL_SHORT_NAME,MINIMUM_DETECTABLE_CONC,SAMPLE_END_DATE,ANALYST_NAME,collection_date
1,SRS,FMC-002F,FMC-002F,532704,FHFMB-0002036,FMC-002F-SW-2020-05-28T00:00:00,5/28/20,28 May 2020,14:00,REG,,,,SW,2Q20FHFMB,,,,LB,303945674,,EBLFY18,L3.21-10021,6/3/20,00,T,000,,,,,100,1,2804967,15046-84-1,IODINE-129,N,5.54,5.54,pCi/L,5.54,,1.09,4.15,Yes,Y,,,,4.15,,1.09,pCi/L,VU,5.54,5.54,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,SIG,N,1.53,,5/28/20,I129,,5/28/20,,5/28/20
1,SRS,FMC-002F,FMC-002F,536782,FHFMB-0002048,FMC-002F-SW-2020-09-03T00:00:00,9/3/20,03 Sep 2020,09:42,REG,,,,SW,3Q20FHFMB,,,,LB,520641007,,GELFY19,RADA-006,9/24/20,00,T,000,,,,,100,1,2819015,15046-84-1,IODINE-129,N,7.26,7.26,pCi/L,7.26,0.6820,0.6820,3.16,Yes,Y,,,,3.16,0.6820,0.6820,pCi/L,VU,7.26,7.26,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,,,LIQ,,N,1.24,,9/3/20,I129,,9/3/20,,9/3/20
1,SRS,FMC-002F,FMC-002F,540332,FHFMB-0002060,FMC-002F-SW-2020-12-03T00:00:00,12/3/20,03 Dec 2020,08:55,REG,,,,SW,4Q20FHFMB,,,,LB,304048293,,EBLFY18,L3.21-10021,12/11/20,00,T,000,,,,,100,1,2827441,15046-84-1,IODINE-129,N,2.71,2.71,pCi/L,2.71,,1.16,2.84,Yes,Y,,,J,2.84,,1.16,pCi/L,VU,2.71,2.71,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,SIG|21,N,0.8380,,12/3/20,I129,,12/3/20,,12/3/20
1,SRS,FMC-002F,FMC-002F,544975,FHFMB00000325,FMC-002F-SW-2021-03-01T00:00:00,3/1/21,01 Mar 2021,09:47,REG,,,,SW,1Q21FHFMB,,,,LB,536732005,,GELFY19,RADA-006,3/8/21,00,T,000,,,,,100,1,2842971,15046-84-1,IODINE-129,N,1.41,1.41,pCi/L,1.41,0.7620,0.7620,2.88,Yes,Y,,,R,2.88,0.7620,0.7620,pCi/L,VU,1.41,1.41,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,,,LIQ,21|1,N,1.06,,3/1/21,I129,,3/1/21,,3/1/21
1,SRS,FMC-002F,FMC-002F,547891,FHFMB00000335,FMC-002F-SW-2021-06-01T00:00:00,6/1/21,01 Jun 2021,10:25,REG,,,,SW,2Q21FHFMB,,,,LB,546045008,,GELFY19,RADA-006,6/12/21,00,T,000,,,,,100,1,2850864,15046-84-1,IODINE-129,N,4.68,4.68,pCi/L,4.68,0.9560,0.9560,3.68,Yes,Y,,,,3.68,0.9560,0.9560,pCi/L,VU,4.68,4.68,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,,,LIQ,,N,1.36,,6/1/21,I129,,6/1/21,,6/1/21
1,SRS,FMC-002F,FMC-002F,553563,FHFMB-0002073,FMC-002F-SW-2021-08-31T00:00:00,8/31/21,31 Aug 2021,10:30,REG,,,,SW,3Q21FHFMB,,,,LB,554535001,,GELFY19,RADA-006,9/11/21,00,T,000,,,,,100,1,2865720,15046-84-1,IODINE-129,N,6.82,6.82,pCi/L,6.82,0.6440,0.6440,3.30,Yes,Y,,,,3.30,0.6440,0.6440,pCi/L,VU,6.82,6.82,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,,N,1.33,,8/31/21,I129,,8/31/21,,8/31/21
1,SRS,FMC-002F,FMC-002F,558516,FHFMB-0002089,FMC-002F-SW-2021-11-29T00:00:00,11/29/21,29 Nov 2021,08:59,REG,,,,SW,4Q21FHFMB,,,,LB,304250954,,EBLFY18,L3.21-10021,12/15/21,00,T,000,,,,,100,1,2876014,15046-84-1,IODINE-129,N,2.44,2.44,pCi/L,2.44,,1.05,3.20,Yes,Y,,,J,3.20,,1.05,pCi/L,VU,2.44,2.44,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,SIG|21,N,1.07,,11/29/21,I129,,11/29/21,,11/29/21
1,SRS,FMC-002F,FMC-002F,563406,FHFMB00000350,FHFMB00000350,2/28/22,28 Feb 2022,10:45,REG,,,,SW,1Q22FHFMB,,,,LB,571764012,,GELFY19,RADA-006,3/14/22,00,T,000,,,,,100,1,2888644,15046-84-1,IODINE-129,N,2.10,2.1,pCi/L,2.10,0.4050,0.4050,1.70,Yes,Y,,,,1.70,0.4050,0.4050,pCi/L,VU,2.10,2.1,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,,,LIQ,,N,0.6450,,,I129,,,,2/28/22
1,SRS,FMC-002F,FMC-002F,66982174,FHFMB-0002101,FHFMB-0002101,5/31/22,31 May 2022,10:25,REG,,,,SW,2Q22FHFMB,,,,LB,304347801,SW,EBLFY18,L3.21-10021,6/15/22,NA,T,INITIAL,L3.23-10002,,,EBL22152B,100,1,67337732,15046-84-1,IODINE-129,N,6.18,6.18,pCi/L,6.18,0.998,0.998,4.1,Yes,Y,,,,4.1,0.998,0.998,pCi/L,VU,6.18,6.18,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,,,LIQ,SIG,N,1.55,,,I129,,,,5/31/22
1,SRS,FMC-002F,FMC-002F,67430501,FHFMB-0002120,FHFMB-0002120,8/29/22,29 Aug 2022,12:30,REG,,,,SW,3Q22FHFMB,,,,LB,591410001,SW,GELFY19,RADA-006,9/9/22,NA,T,INITIAL,,,,,,1,68818049,15046-84-1,IODINE-129,N,5.51,5.51,pCi/L,5.51,1.14,1.14,4.26,Yes,Y,,,,4.26,1.14,1.14,pCi/L,VU,5.51,5.51,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,,,LIQ,,N,1.56,,,I129,,,,8/29/22
1,SRS,FMC-002F,FMC-002F,68321592,FHFMB_02710,FMC-002F,12/1/22,01 Dec 2022,11:02,REG,,,,SW,4Q22FHFMB,,,,LB,12277,WATER,EBLFY22,L3.21-10033,12/14/22,NA,N,INITIAL,L3.23-10002,,,,,1,68481091,15046-84-1,IODINE-129,N,0.00201,0.00201,pCi/mL,0.00201,,0.00130,0.00185,Yes,Y,,,,1.85E-03,,1.30E-03,pCi/mL,VU,2.01E-03,2.01,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,,GRAB,LIQ,,N,5.44E-04,,,I129,,12/1/22,ADMIN,12/1/22
1,SRS,FMC-002F,FMC-002F,68908222,FHFMB23_2975,FHFMB23_2975,3/1/23,01 Mar 2023,10:03,REG,,,,SW,1Q23FHFMB,,,,LB,280-173145-12,WATER,TALFY19,LSC_I129,3/21/23,NA,N,INITIAL,,,,TAL23061A,,1,69021730,15046-84-1,IODINE-129,N,2.22,2.22,pCi/L,2.22,1.53,1.00,1.00,YES,Y,,,,1.00,1.53,1.00,pCi/L,VU,2.22,2.22,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,2-Sigma,CN,LIQ,,N,1.01,0.995,,I129,1.53,3/1/23,REV,3/1/23
1,SRS,FMC-002F,FMC-002F,69325180,2Q23FHFMB-03244,2Q23FHFMB-03244,6/6/23,06 Jun 2023,06:38,REG,,,,SW,2Q23FHFMB,,,,LB,29323,WATER,EBLFY22,L3.21-10033,6/16/23,NA,N,INITIAL,L3.23-10002,,,,,1,69530420,15046-84-1,IODINE-129,N,0.00335,0.00335,pCi/mL,0.00335,,0.00131,0.00197,Yes,Y,,,,1.97E-03,,1.31E-03,pCi/mL,,3.35E-03,3.35,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,,CN,LIQ,,N,6.58E-04,,,I129,,6/6/23,ADMIN,6/6/23
